Label,Tweet
1,USER muka muka pecun nih'
1,"USER Mana situ ngasih("": itu cuma foto ya kutil onta'"
0,"USER kok kayak tau ya kak :' apa ya kak :' ga asing gitu(?)"""
0,"USER USER islam nusantara terlalu dipaksakan.. \n\npadahal ngga ada kristen nusantara, katolik nusantara , budha nusantara dan hindu nusantara. \n\ndia rame sendiri..'"
0,Cara paling rasional dan realistis dalam menilai kepemimpinan Presiden Jokowi adalah: sejauh mana dia telah membawa perbaikan dalam berbagai aspek pembangunan dan kesejahteraan masyarakat dibandingkan dengan sebelumnya. Jika cukup banyak maka sangat layak
0,dewi clara pamer toket gede toge brutal body hot chubby  https://nextsite.me/go.php?link=bVJrK3V3d2JCTWNTNW05OThweFM0ZXFzTldRRzRPMEZsdzBUSlh4dWc4SDFtTjVYSk83eGU2VHY3RVhKOXMwTA==ÃƒÂ‚Ã‚Â ÃƒÂ¢Ã‚Â€Ã‚Â¦
0,"USER Iya emang, abisnya tiap mau aktif begitu liat timeline asing moodnya tiba tiba ilang :('"
0,"Some men are hiding behind ""gua mah ga munafik"" or ""jangan sok suci dh"". Bro, the world is not just about your dirty fuckin' mind. I know it's our nature, but it doesn't give you right to talk dirty to every single women you met. Show some respect you dumbass!"
1,HEH SINTING YA LU URL
0,USER 1. Bangsat\n2. Cebong\n3. Kecoak\n4. Bajingan\n5. Taik ayam\n6. Uanjing\n7. Bodat\n8. Cecurut\n9. Borax\n10. Kucirap'
1,"Allah SWT tak paham toleransi hrs DIBUANG USER Ingin Belajar Toleransi & Keindonesiaan, Gabung SabangMerauke 2016"
0,"Karna kondisi udah malem gw udah letih. Kalo capek mood juga gak keruan kan. Gw jadi merasa tertantang. Abangnya udah mayan jauh, mana kondisi jalan padet banyak mobil dan motor, tp entah setan mana yg bikin gw emosi, gw pun ngebut slusap slusup.'"
0,Focus Group Discussion Kegiatan Model Integrasi Ekonomi dalam Mendukung Percepatan Industrialisasi Perikanan di Kabupaten Nunukan; USER USER ; ; #Kerja3ersama #RisetdanSDMKP #BRSDMBermitra
0,this indon selebgram that is travelling to ind1a needs to stop making instastories about their people and zooming in their faces like i know it fucking sucks to have people looking at you/your way or some beggars asking for your money (its not like we dont have them in indonesia+
0,USER Knp nun? Ada bom?'
0,"cinta memang buta, tapi jangan buta karena cinta'"
0,"USER Dia bukan lucu lagi tapi udah sarap, bawa dia pulang gratis tanpa garansi mbar. USER'"
0,"USER Dlm Kristen prinsip inkulturisasi dlm agama penting, bgmn mjd Katholik yg Indonesia ,menjadi Kristen yg Indonesia , sesuatu yg mungkin asing bagi Islam yg kental Arab.'"
1,Well mr  USER this one below is for you sir..this boy if urs  USER just made it worse.. #shameonyousaddiq #shameonyoumalaysia  https://twitter.com/permadiaktivis/status/1198045430572994560ÃƒÂ‚Ã‚Â ÃƒÂ¢Ã‚Â€Ã‚Â¦ pic.twitter.com/mNunKX5Xig
1,"USER Telusuri cepat pertemuan Hatta Ali dengan Setya Novanto, ini kasus luar biasa. Pecat saja hakim Cepi, jelas bermain mata."
0,Waduh. Titit bakar sounds interesting.
0,and harini baru tahu rupanya keturunan aku ada mix cina huhuhuhu \xf0\x9f\x98\x82'
0,"For those who doesn't understand why people hate to be called as Cina, Kafir, etc, please look at this. It's all about context and relationships that you have with that people. Eh tp kan yg ngelakuin itu di negara gw mostly gak bakal ngerti isi video ini.. Yah syulit..  https://twitter.com/mattwhitlockPM/status/929031252396662785ÃƒÂ‚Ã‚Â ÃƒÂ¢Ã‚Â€Ã‚Â¦"
1,"MIRIS, sekarnag ini apa yg tidak imporr. cangkul aja impor; ; KEAHLIAN CEBONG HANYA 1, TUKANG TIPU !!!; cebong mah gitu, goblok nggak ketulungan. Plonga plongo mengakibatkan optimisme berlebihan; ; #2019GantiPresiden #PlongaPlongo #DunningKrugerEffect"
0,They even cut sports that they cannot do well and ask Thailand not to participate in a competition that Thailand ll win. #ShameOnYouMalaysia
0,"In his defense, he probably knows as well as Madey that they can't alienate the nationalist section of Malay society or BN will portray them as macai Cina, boneka kafir, etc"
0,USER USER Wkwk bodo anjer'
0,Yai Ma'ruf Amin salah seorang Ulama yg hadir maulid Majelis Rasulullah sejak pertama kali diadakan di Monas...; .; .; AlHabib Munzir AlMusawa menjuluki Yai Ma'ruf sbg Gerahamnya Ahlusunnah Wal Jama'ah
0,fuck not munafik or shit but fuck #marathonseason lets goooooo
1,Antek komunis nya jelas sekali... Yang teriak huuuu ke Bp. Taufik Ismail -hafizhahullah URL
0,"They said P face ugly
Hahahahaaaaa
But to me ur bias the one who has ugly face
Sorry, but we have different  style
But for me, I dont like people 'NORAK & KAMPUNGAN STYLE'"
0,USER USER USER mungkin dia bukan islam. husnuzon hhhmmm
1,"USER Pabrik sj mrk sweeping krn tdk mengikuti peraturan mrk ,emangnya negara ini milik nenek mrk?sontoloyo mrk'"
1,"Bullshit emang ye lo! fuck! Bangsat!!,,,,"
0,"Syarat untuk menggunakan Tai Chi, kudu tauk apa yg sedang dimainkan oleh lawan. Kudu tauk materi yg sedang dipergunakan oleh lawan.\n\nKitanya kudu lebih pinter dah gitu. Kudu dah selesaiin buku cerdas tangkas jilid 5B.\n. URL"
0,Yes! I know this is the worst sea games ever #ShameOnYouMalaysia from Indonesia... thankyou for gold medal football thai! ÃƒÂ°Ã‚ÂŸÃ‚Â™Ã‚ÂÃƒÂ°Ã‚ÂŸÃ‚Â‘Ã‚Â we are friends
1,USER Semua pernyataan kau itu sampah dasar Sontoloyo!'
1,USER USER USER Bawang putih itu sdg kafir haram lagi..\nHiks.hiks..hiks'
0,USER USER USER USER USER Kafir ada di Alquran....situ sehat???'
0,"Pada Sabtu (21/4/2018) pagi, Masyarakat Adat Baduy akan kembali melanjutkan perjalanan menuju Kantor Gubernur Banten di Kawasan Pusat Pemerintahan Provinsi Banten (KP3B) di Curug, Kota Serang. #SebaBaduy2018; ; DM"
0,"&lt;\n\nSelama ini kebutuhan yang ia terima berasal dari antek-antek ayahnya, atau mungkin para pegawai yang cari muka pada anak angkat kesayangan Isaach yang mulia. Hidup mandiri begini cukup menyulitkan dirinya.\n\n&gt;'"
0,[CALLING FOR TENANT]; PARAMABUDAYA 2018; ÃƒÂ¢?Ã‚Â¢TELKOM UNIVERSITYÃƒÂ¢?Ã‚Â¢; ; Wilujeng siang!; Pasar Budaya Paramabudaya 2018 akan hadir kembali!ÃƒÂ°???; Yuk yang tertarik untuk memasarkan produknya kepada ribuan pencinta budaya bisa banget langsung mendaftar!; ; Pendaftaran
0,USER Indonesia 99% tetap ganti presiden kopanye nang ruhut #2019GantiPresiden #2019.
0,sumpah anjir kesel bat gwa yaallahh'
0,USER USER apa kabar UU MD3'
0,"USER USER ah masa iya, gua sempet mikir apa nanti super giant dikeluarin pas avenger 4 karna dia kuat banget, tapi kalo ngeliat di game marvel future fight, itu super giant culun abis dibanding black order yang lain'"
0,"USER bangkrut si USER jualan islam liberal padahal dana dr syiah sudah keluar banyak, banting setir ke Islam NUsantara di bantu sponsor oleh komunis \xf0\x9f\x98\x82'"
0,4. Mantan Anggota Komisi VIII Jazuli Juwaini (pindah ke Komisi II di pertengahan 2013) (kini Ketua Fraksi PKS di DPR)'
1,"Hello world, people in Indonesia never pray like this since our Independence day on August 1945, we did it again since our leader now never protect us and there is no more justice. We need  USER  to be our next President #2019GantiPresiden #TheGreatCampaignOfPrabowo pic.twitter.com/HuAaNwT5Gx"
0,"USER USER USER USER USER USER USER USER USER USER USER Itu yang disalami Jokowi kok kaya Ferdinan antek SBY, ya ? USER USER USER"
0,"so my korean boss just back from korea and he bought us a bunch of red ginseng....since i never tried it before so my kampungan ass was so excited, BUT when i tried it in one bite....the taste is so weirdÃƒÂ°Ã‚ÂŸÃ‚Â˜Ã‚Â­ why do the expectations always come to disappoint meÃƒÂ°Ã‚ÂŸÃ‚Â˜Ã‚Â­ÃƒÂ°Ã‚ÂŸÃ‚Â˜Ã‚Â­ÃƒÂ°Ã‚ÂŸÃ‚Â˜Ã‚Â­ÃƒÂ°Ã‚ÂŸÃ‚Â˜Ã‚Â­ÃƒÂ°Ã‚ÂŸÃ‚Â˜Ã‚Â­ÃƒÂ°Ã‚ÂŸÃ‚Â˜Ã‚Â­ÃƒÂ°Ã‚ÂŸÃ‚Â˜Ã‚Â­ÃƒÂ°Ã‚ÂŸÃ‚Â˜Ã‚Â­"
0,"Kemarin berkesempatan memberikan kuliah umum di Universitas Hassan II Casablanca di Maroko, salah satu Universitas terbesar di Maroko dengan lebih dari 24.000 mahasiswa. Terima kasih atas sambutan hangat dan rasa antusiasnya.;"
0,"USER IYA SIH TAPI SAMPE EMAK KU BILANG KETAWA NYA KAYAK KUNTI:""))('"
0,"Despite Prabowo's victory claim, quick vote counts by different pollsters show Jokowi well on his way to secure his 2nd term

#Pemilu2019 #PilPres2019 #IndonesiaElection  pic.twitter.com/YDDwSKnIPW"
1,USER USER USER salah cung gw bukan bani kacung dungu spt lu itu....siapapun yg memerintah klo ngawur kebijakannya spt yg skrg ini bakal gw tentang'
1,Martial kampret!! Holding the ball sgt lemah
1,sby and his bullshits words
1,USER USER suruh si munawar itu mimik kencing onta\nmunawar yg munafik'
1,"USER Dia selalu bicara ulama"" mengatasnamakan syar'i lah haram lah itu lah ini lah . tp gitu juga ?"
0,"USER USER USER USER USER USER Yah mulai bego, mulai idiot, mulai baper #BaperMania'"
1,"These Muslim millennials prefer to learn about Islam from social media, boosting the popularity of some ~extremely online~ clerics, including a former, now-banned HTI member. One of these clerics went to Mecca last year to visit FPI leader Habib Rizieq.  https://www.scmp.com/week-asia/politics/article/3004919/million-views-preacher-islamic-carpool-karaoke-clerics-behindÃƒÂ‚Ã‚Â ÃƒÂ¢Ã‚Â€Ã‚Â¦"
0,"Bertemu Ulama Jabar, Presiden Jokowi mengajak para ulama untuk ikut serta bersama pemerintah menyejukkan suasana menjelang pilkada serentak (10/4/18)"
0,i did the dumbest fucking thing i changed my birth year and they took my acc off the site LOL goblok hours whom up
1,USER EH ANJING G USAH BANYAK BACOD LUH. GUE TANTANG DUEL LUH BANGSAD'
0,"Setelah Gubernur dan Wakil Gubernur baru, terasa suasana tenang dan sejuk di DKI. Sebelumnya kita taulah suasananya kayak apa. sekarang ada perasaan tenang dan sejuk,ÃƒÂ¢?? ujar Rizal.;"
0,Melepaskan orang yang kamu cintai jauh lebih sulit dibanding menerima cinta yang baru yang asing bagi hatimu.'
1,"USER USER USER USER USER Yang saya maksud domba idiot itu bukan ibu, tapi akun ini \xf0\x9f\x91\x89 USER \xf0\x9f\x91\x88'"
0,"PRESIDEN JOKOWI:TINJAU LANGSUNG,PRESIDEN PASTIKAN BIJB BISA UJI COBA BULAN DEPAN"
0,yeah sex is cool but have u ever :\n-numpuk piring di tengah meja setelah makan \n-bawa lagi sampah keluar abis nonton bioskop\n-ngga cancel ojol sembarangan\n-ngga manggil orang main hp dgn sebutan Autis\n=belajar diem drpd ngomong tapi menjatuhkan / ju
1,Lama lama perang sama cina atau usir cino dari bumi indonesia
1,malaysians  are seriously kampungan when they go to an art gallery    they act like theyre in pasar malam...........
0,"i think she did for not only THA she did it for all of US (-host) yakkkk ÃƒÂ°Ã‚ÂŸÃ‚Â˜Ã‚Â‰ÃƒÂ°Ã‚ÂŸÃ‚Â‡Ã‚Â¹ÃƒÂ°Ã‚ÂŸÃ‚Â‡Ã‚Â­
#ShameOnYouMalaysia #SEAGames2017 #ÃƒÂ Ã‚Â¸Ã‚Â‹ÃƒÂ Ã‚Â¸Ã‚ÂµÃƒÂ Ã‚Â¹Ã‚Â€ÃƒÂ Ã‚Â¸Ã‚ÂÃƒÂ Ã‚Â¸Ã‚Â¡ÃƒÂ Ã‚Â¸Ã‚ÂªÃƒÂ Ã‚Â¹Ã‚ÂŒ2017 #KLSeaGames2017 https://twitter.com/pommy_ng/status/902483479471964160ÃƒÂ‚Ã‚Â ÃƒÂ¢Ã‚Â€Ã‚Â¦"
1,"USER USER USER Sarap nih orang! Udh Salah, Bego Bukanya malu'"
1,"Jika istana sudah dikuasai komunis, rakyat harus bagaimana? lengserkan jokowi jokowi diktator Rakyat Bersama TNI URL"
1,Terbukti sudah rezim ini anti ulama dan umat Islam. URL
0,"USER USER USER ""Saya lebih mendengar kata-kata orang di TV daripada pengetahuan dasar ekonomi"""
1,"Beraninya bilang setia NKRI padahal berjilbab, budaya Arab buatan Muhammad & Solat bhs Arab berkiblat ke Arab"
0,"USER USER minimal dia antek, mengapa USER keras thd aliran yg msh beraqidah Islam?'"
1,Lu memang akan jadi sangat tolol ketika sedang bingung.'
0,"Ngomongnya Siti Aisyah's release as long process and lobbies of Jokowi's gov and he got a reply from Mahathir said her release as not enough evidents and no lobbies from Jakarta
We know who is the liar
#TumbangkanCapresPendusta"
1,USER USER USER Logisnya ya memang pesanan atau memang ahoker blm bs mup on lah. Emang warga dki bego'
0,USER USER Penistaan bencong'
0,"BANGSAT GA SIH IH YAALLAH GONNA FUCK MYSELF UP FOR TOMORROW'S FINALS,,,,"
0,"USER Hon, kayaknya lebih berengsek kalo bio-mu : People call me socialita, but I should assure you, I'm not that close to animal!"
1,Just see #ShameonMalaysia #shameonyoumalaysia u can see everthing. Champion is nothing if we cheat. I don't want to share hate but fact
1,USER Ngancem pembunuhan itu gak bakalan pernah lucu. Mana yg diancem Presiden pula... Bloon banget sih. Tuntut pidana seberat2nya pak... USER'
1,USER Cocok itu prabowo ke Myanmar naik kuda.
1,USER Jangan sipit sipit ntar jadi bantet kayak seungmin.'
0,gw sejujurnya kepo w itu ada darah india sama cina kayaknya'
0,"Wakil Gubernur DKI Jakarta USER, Selasa (17/4), menghadiri sosialisasi sekaligus meluncurkan aplikasi Oyes di Pasar Koja Baru, Jakarta Utara. Dengan aplikasi tersebut pedagang di lingkungan PD Pasar Jaya bisa mengakses layanan pembelian dan antaran pr"
0,"Fuck rumah gue rame BANGSAT!,,,,"
1,tapi masih menikmati kebijakan yang dulu diusulkan PKI.. lha yo opo...
0,""" USER: Happy wet valentine for MUI, FPI, HTI, MMI, and others. Iedul Hubb! :DDD"":)"
0,"Inilah kehebatan dan kearifan suku Baduy. Hutan tetap terjaga, budaya menjadi nafas kehidupan. Mereka hidup dgn menjaga keseimbangan alam."
1,namanya jg simpang susun bukan bundaran semanggi. Oom Habib waras? dasar katrok lo Oom.
0,"USER Pak USER walau Anda Muslim jangan lihat posting ini sbgi kebencian, ditulis demi kemajuan bangsa"
0,penguasa mempelajari kalbu yang bisu karena venus'
1,USER USER USER USER USER USER USER USER Namanya juga bani onta peminum ekstrak tinjah al urine onta USER ... ngoaahahaa'
1,RT USER Benamkan 2018 dan 2019 !! Rezim anti Islam !!!
0,Pengadilan Agama Taliwang Eksekusi ÃƒÂ¢??Harta WarisanÃƒÂ¢?? di Bank BNI
1,"We need more people like  USER & team from  USER to speak up... #LOUDER in Jakarta Legislative Council 
Well said, it's time to kick out anies baswedan from his duty as #gabener"
1,Kedekatan lawyer satu merk yg dipakai pada lampu JPU di DKI dgn Ahok gubernur saat itu dduga menjadi alasan terpilihnya satu merk tersebut
0,"Kadrun itu kadal gurun toh, why the world never telling me this shit."
1,USER USER USER Kunyuk kalau DPR bubarkan KPK
0,Indonesia resmi menggunakan jaringan 5G tahun 2019; ;
0,USER Pusing w Uda 2 x Lihat in anak orang eek \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'
0,Rocky Gerung: Kitab Suci adalah Fiksi
0,"USER Karena dalam puisi ibu indonesia jelas dan spesifik ke agama ter tentu, seperti azan dan syariat islam. Itu terlalu tendensius. Disini apakan USER sebagai media jurnalistik paham perbedaan struktur kalimat serta pemilihan kata yg dig"
0,"USER Bener anjir, sedih'"
0,"#SabtuCeria krn sdh weekend lagi nih, Mixagrip mau bagi2 hadiah buat kamu. ; Mixagrip Explore Budaya 2 tahun ini mau kemana?; 1. Like dan follow facebook,twitter dan IG Mixagrip; 2. Tulis jawabanmu di kolom komen, beri hastag #SabtuCeria dan mention 3 oran"
1,"USER USER USER USER USER USER Udah TOLOL, bencong lagi.... bencoooooooonnnnnnggggg...... \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xaa'"
1,Warga Jkt minta pak USER Tdk melantik Anies Sandi krn sdh jelas mrk terlibat dlm lingkaran Saracen. Politic_ID
1,"USER Klo cebong kan ngarang kagak pake logika...klo saya kan fakta,si jarot emang sial mulu\xf0\x9f\x98\x82'"
0,but the one who always say kontol is our favorite
0,#KTZ909; ; ÃƒÂ°???;ÃƒÂ¢??; ÃƒÂ¡?Ã‚Â¦ Bicaralah dengan para pemimpin agama atau seorang exorcist yang bisa melakukan exorcism.
0,"Pngn ngatain akun2 yg bilang ""nyari yg seumuran, no om2"" itu, ""enakan sama om2, bego!""'"
1,"if, you have something bad to talk about me, about anything, you know can just unfollow me instead jadi munafik depan I okay ? manjayh ."
1,"USER Bener2 POLITIKUS BUSUK luh ZONK !!!\nPak USER , Mending disuruh DIAM dulu nih congor jongosnya bapak karena semakin banyak ngomong saya semakin yakin elektabilitas bapak semakin nyungsep dan orang makin gak simpati sama bapak...'"
0,"\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbb: *waktu temennya abis liat ceramah di yutup* Jadi menurut lo pemimpin itu harus laki2 ya?\n\xf0\x9f\x91\xa6\xf0\x9f\x8f\xbb: iya, di agama gue laki2 yang pantas jadi pemimpin!\n\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbb: ooo.. kok"
1,USER Sok tau eek cicak'
0,Where are FPI ??? Where are HTI ??? Where are FUI ???  http://fb.me/KeXi5adlÃƒÂ‚Ã‚Â 
0,17. Rumus luas permukaan limas \xf0\x9f\x98\x8c (yebin)\n5. Masih perjaka atau sudah duda? (Jihun)\n15. Kenapa org ngira 1+1 itu 2 (sir neo)\n88. Fi pas masuk DFA (tae)\n89. First chingu di DFA (cecyl cantik banget \n28. Alasan masuk akademi ini? (Jisun)\n99. Duluan telor apa ayam dan kenapa? (Kimi)'
0,"USER USER Keliatan tukang pijat nya gk punya bf kayk saya,, jd doyan kontol kayk begitu'"
1,"USER BANGSAT, FUCK YOU ASHOLE,,,,"
1,"Ini Media milik Cina itu ya. Usir aja, Biang Perpecahan!"
1,"USER USER USER Jgn diladenin, dia tu hanya seekor cebong kelayaban tanpa tujuan.'"
0,nobody can tell me what to wear kontol
0,"best sister ever. thank you for always being here, adikkuuuuuÃƒÂ°Ã‚ÂŸÃ‚Â˜Ã‚Â­ÃƒÂ°Ã‚ÂŸÃ‚Â¥Ã‚Â°ÃƒÂ°Ã‚ÂŸÃ‚Â’Ã‚ÂœÃƒÂ°Ã‚ÂŸÃ‚Â’Ã‚ÂœÃƒÂ°Ã‚ÂŸÃ‚Â’Ã‚ÂœÃƒÂ°Ã‚ÂŸÃ‚Â’Ã‚ÂœÃƒÂ°Ã‚ÂŸÃ‚Â’Ã‚ÂœÃƒÂ°Ã‚ÂŸÃ‚Â’Ã‚Âœ yee kampret gabisa ditagÃƒÂ°Ã‚ÂŸÃ‚Â˜Ã‚Â­  USER pic.twitter.com/yIeUQSOPlA"
1,"pemilihan kepala daerah DKI yg penuh intimidasi, hasilnya tetap sah ? Anies-Sandi kampanye janji-janji FALSU, BATALKAN pengangkatan Anies-Sandi !!!"
1,USER Alay tai kyk bocah sd lol'
1,USER USER USER Topiknya anies sandi dn saracen. Bkn Adam dn Yesus. Anda sok tau agama ? 150 follower ternak dl biar seru
0,USER Semoga gubernur amanah dan membawa Rahmat bagi Ummat.ÃƒÂ°???ÃƒÂ¢Ã‚Â­?ÃƒÂ¢Ã‚Â­?ÃƒÂ¢Ã‚Â­?ÃƒÂ¢Ã‚Â­?ÃƒÂ¢Ã‚Â­?
0,USER Kenapa ga pake renpel taplak meja prasmanan aja? Biar jadi seksi konsumsi.'
0,Semacam kejadian yang ramai di pilkada yang lalu.
1,Besok kalau Prabowo jadi nyapres dan teriak-teriak masalah Indonesia bebas korupsi jangan dipercaya ya. Nyatanya fadli zonk ga dimarahin tuh
0,"USER USER Islam Nusantara, ntar muncul kristen Nusantara, hindu nusantara, budha nusantara, ... Nusantara, sekarepmu la'"
0,"I usually read the B but i liked the A but if i chiose A i would consider myself as munafik so i choose B
No C bcz aku berpendirian"
0,USER A. 2013 tepatnya tanggal 22 september 2013\n#AFFU19Indosiar #timnasDay'
1,USER USER USER USER USER Cebong dungu. Dah dijelaskan bca msh ngeyel.\nKalian emg juaranya klo soal pamer kedunguan.'
0,"Anjing yang kita ada hari ini adalah domesticated dogs. They are violent in nature, hunts in pack like wolf, coyote.

Dont fool yourself."
0,USER USER \nUSER USER USER \n\nAngkut gk nih???itung itung buat gantiin Petar dan cari pemain asing yg lebih berkualitas'
0,wkwkwk asu'
0,"USER WKWKW kadang suka bingung sama rangorang yg bikin perjanjian sama iblis, kok tanggung gitu. Kenapa ga bikin perjanjian yang memperkaya diri tapi juga sekalian buat kemaslahatan umat dah. Kan sebaik2nya hidup adala yang bermanfaat untuk orang lain~'"
1,"you think ktown4u is the only place we order from???? skwkwkw 

you know goblok?? yeah is you.  https://twitter.com/stellarwind9/status/1224001313073029120ÃƒÂ‚Ã‚Â ÃƒÂ¢Ã‚Â€Ã‚Â¦ pic.twitter.com/vijQUktmVZ"
0,Here I thought I was kampungan  https://twitter.com/coklatlumers/status/1155112412946694144ÃƒÂ‚Ã‚Â ÃƒÂ¢Ã‚Â€Ã‚Â¦
1,ANGGOTANYA TERNYATA CINA YANG MANUSIA KAMPRET SEMUA. BAGAIMANA TIDAK KAMPRET MEREKA TERORIS KEJI. INDONESIA MEMILIH THE G.
1,USER USER perek lu mah'
0,"Kontol naga keplintir pagar, what a bad day"
1,Prabowo talks about bullshit things again. I don't believe him. He's just gonna be the next sby. We need a leader that can be trust
0,me going through a depression episode
0,"Yes i am. "" USER: you ga berengsek (ÃƒÂ Ã‚Â¸Ã‚Â‡ÃƒÂ Ã‚Â¹Ã‚Â‘ÃƒÂ Ã‚Â¸Ã‚Â·ÃƒÂ Ã‚Â¹Ã‚Â”ÃƒÂ¢Ã‚Â—Ã‚ÂÃƒÂ¢Ã‚Â€Ã‚Â¢ÃƒÂ§Ã‚Â›Ã‚ÂŠÃƒÂ¢Ã‚Â€Ã‚Â¢ÃƒÂ¢Ã‚Â—Ã‚ÂÃƒÂ Ã‚Â¹Ã‚Â–ÃƒÂ Ã‚Â¸Ã‚Â·ÃƒÂ Ã‚Â¹Ã‚Â‘)ÃƒÂ Ã‚Â¸Ã‚Â‡ RT"" USER: Gue emang brengsek. Gue tau."""""
1,Bro USER jgn lupa dijenguk! Gara-gara asma dewi lo menang kan
1,"USER USER Huhahahhahahaaa\nPengusaha kaya Raya saja nangis ber darah darah di Jaman jokowi ini sangking Susahnya Jaman dan rezim ini mengelola ekonomi negara yg gak bener!!!\nBeras mahal, sembako mahal, daya beli turun, masyarakat bawah bany"
1,"TKA China sdh berani melecehkan bendera Merah Putih...; ; Apakah kita akan diam saja..!!; ; Semakin TKA China banyak yg datang, semakin mrk AROGAN krn merasa kuat..; ; Apalagi didukung oleh Rezim Penguasa, dg kemudahan TKA China masuk ke NKRI.; ; Mau dijaj"
0,USER USER Agenda Yahudi. Hati2 semua'
0,USER Islam rasa hindu keknya lebih pas..'
0,I really don't understand what's the point? she thought me that I'm the ex of her friend and she told me that ÃƒÂ¢Ã‚Â€Ã‚ÂœkampunganÃƒÂ¢Ã‚Â€Ã‚Â to me as a stranger wtf? I'm done with this.
1,BIADAB! Pekerja Asal Cina Membuang Bendera Indonesia ke Tanah Aseng Saya Asing Tiongkok URL
0,"we all cuss. we all say anjir, anjing, bangsat, fuck, shit, etc. 

making a joke about someone like that is disturbing. it could trigger some few people. it could be disturbing for them if they saw it. we don't fucking care if you cuss. but, talking like that to our idols? 

+,,,,"
0,RT USER: RT USER: RT USER: RT USER: RT USER: Mantab gubernur pilihan kalian brÃƒÂ°???ÃƒÂ°??? ; USER; USER; USER; USER; USER; pdhal kebersihan itu sebagian dr iman. Jd ragu dgn imanx Anies and sandi
0,Wusu gua bom ya lu. Mentab gua rame ama dia doang ekwkwkw'
0,USER Ya ntar di rt di rw di lurah di camat di bupati sampai di gubernur sekalian ÃƒÂ°???ÃƒÂ°???
0,"USER Wasuuu, cangkem po silit kok angel dicekel ki'"
0,Ketahanan ideologi &amp; mental menjadi masalah terbesar dibandingkan masalah ekonomi &amp; pembangunan. Budaya kita telah kehilangan jati dirinya.
0,"kebohongan itu seperti bangkai, yg lama kelamaan pasti akan tercium juga bau busuknya - USER .'"
0,"Riza Wahyu Pratama-""Aneh Bin Ajaib, Gaji Gubernur BI Lebih Tinggi Dari Presiden, Ini Besarannya"","
1,"woahwoahwoah, i can see how many munafik eh. i still remember how they bashed me bcs i talk to girls and how they even labelled me ""capap"". and now, they even capap exposing their girlfriend. hmmm dulu cakap ikhtilat, skrg semua kelaut. sampah semua skali"
0,I will cut off your middle finger !! RT  USER:dus berengsek ÃƒÂ¢Ã‚Â”Ã‚ÂŒÃƒÂÃ‚ÂŸÃƒÂ¢Ã‚Â”Ã‚Â(ÃƒÂ¢Ã‚Â–Ã‚ÂºÃƒÂ‹Ã‚Â›ÃƒÂ¢Ã‚Â—Ã‚Â„)ÃƒÂ¢Ã‚Â”Ã‚ÂŒÃƒÂÃ‚ÂŸÃƒÂ¢Ã‚Â”Ã‚Â
0,USER USER 1 lagi cebonk baru keluar Empang \xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x8e\xf0\x9f\x98\x8e'
1,RT USER: Pak USER percayalah saya. anda agak susah bisa jadi presiden lagi. Percayalah fatwa Nabi Palsu...
0,USER: Betapa Tubuh di Indonesia itu terkepung dan tersandera. Tubuh disasar oleh rezim untuk mengukuhkan kekuasaan sistemik.'
0,Sampai Saat Ini Belum Ada Perkembangan Hukum Terkait Penistaan Agama yang Dilakukan olehÃƒÂ¢?Ã‚Â¦
0,USER Gak lah. Kan gua udah tege nih no titit'
0,"Damn, everything you said is what I want to have."
0,ya gini nih klo pas sekolah terlalu mengagung jurusan science pas dikasi tau konsep ekonomi pada jeplak seenak udelnya
1,"Sby, bullshit all the way"
0,Straight on line to become gay ÃƒÂ°Ã‚ÂŸÃ‚Â‘Ã‚Â€ÃƒÂ°Ã‚ÂŸÃ‚Â¥Ã‚Â–
1,PeduliRohingya Saya melihat rezim USER seperti tidak peduli akan nasib muslim rohingya dari pertama gk ada keluar kecaman dari mulutnya
0,"Waktu mata pelajaran Ekonomi di SMP-SMA, bolos mz? Apa remedial? ÃƒÂ°?Ã‚Â¤Ã‚Â£ÃƒÂ°?Ã‚Â¤Ã‚Â£ÃƒÂ°?Ã‚Â¤Ã‚Â£ÃƒÂ°?Ã‚Â¤Ã‚Â£"
0,USER USER Nggak kok kakak sayang. Sekolah aku juga sekolah katolik. tapi ada 5 agama kok terus tiap minggu ada acara per agama masing masing kak. Goodluck kak\xf0\x9f\x92\x9c'
0,i am today years old for just knowing the real meaning of jbjb is JOIN BARENG KAMPUNGAN BGT GWWWWWW
0,"Saw this guy purposely bawak 2 anjing masuk pasar malam yg penuh dgn orang. Anyone knows where can I lodge a report without harming the dogs? They can harm the guy, I don't care."
1,"I guess its the truth afterall. Kat twitter, dlm gallery, whatsapp, insta. Till the very end semua benda atas nama bangsat, everything you did wasnt for us, it was for him from you. Till the end its u yang xlepaskan that fuck. U had to prove urself to that fuck.  https://twitter.com/MuhamadSyfiq/status/1120934882404757505ÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚Â ÃƒÂƒÃ‚Â¢ÃƒÂ¢Ã‚Â‚Ã‚Â¬ÃƒÂ‚Ã‚Â¦,,,,"
